,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
1432,"William Wrigley, Jr.",Wrigley,william-wrigley-jr,william-wrigley-jr,0.007,58.0,chewing gum,Food & Beverage,M,United States,1639104902515,FL,Florida,3493.794,950.0,950.0,//specials-images.forbesimg.com/imageserve/5d8aff5022254b0008e1675c/416x416.jpg?background=000000&cropX1=160&cropX2=857&cropY1=32&cropY2=730,709.0,680.0,3000.0,"Chairman and CEO, Wrigley Management, Inc.",False,,
1433,Michael Minhong Yu,Yu,michael-minhong-yu,no-pic,12.443,59.0,education,Service,M,China,1639104902515,,,1120.31,2518.0,2518.0,//specials-images.forbesimg.com/imageserve/5e792df4d8e1ae0007b75227/416x416.jpg?background=000000&cropX1=1296&cropX2=3940&cropY1=407&cropY2=3049,710.0,680.0,3000.0,,,,
1434,Yu Yong,Yu,yu-yong,no-pic,-66.483,60.0,mining,Finance & Investments,M,China,1639104902515,,,5238.461,582.0,582.0,,711.0,680.0,3000.0,,,,
1435,Juan Abello,Abello,juan-abello,juan-abello,-4.171,79.0,investments,Finance & Investments,M,Spain,1639104902515,,,2736.419,1225.0,1225.0,//specials-images.forbesimg.com/imageserve/5e77be54c7b02d000666dccc/416x416.jpg?background=000000&cropX1=1222&cropX2=2893&cropY1=11&cropY2=1681,712.0,712.0,2900.0,,,,
1436,Richard Chandler,Chandler,richard-chandler,richard-chandler,0.0,62.0,investments,Finance & Investments,M,New Zealand,1639104902515,,,2283.0,1466.0,1466.0,//specials-images.forbesimg.com/imageserve/5a6f911831358e4955abf07e/416x416.jpg?background=000000&cropX1=120&cropX2=400&cropY1=0&cropY2=280,713.0,712.0,2900.0,,,,
1437,Chen Jianhua,Chen,chen-jianhua,chen-jianhua,101.368,50.0,chemicals,Manufacturing,M,China,1639104902515,,,6521.102,447.0,447.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,714.0,712.0,2900.0,,,,
1438,Pierre Chen,Chen,pierre-chen,pierre-chen,-30.895,65.0,electronics,Technology,M,Taiwan,1639104902515,,,4495.324,710.0,710.0,https://specials-images.forbesimg.com/imageserve/56cc361be4b062f6b59a4fe9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=211&cropY2=955,715.0,712.0,2900.0,,,,
1439,Scott Cook,Cook,scott-cook,scott-cook,-59.001,69.0,software,Technology,M,United States,1639104902515,CA,California,6569.961,441.0,441.0,//specials-images.forbesimg.com/imageserve/5d8ae96b22254b0008e16620/416x416.jpg?background=000000&cropX1=377&cropX2=3151&cropY1=19&cropY2=2793,716.0,712.0,2900.0,,,,
1440,Daniel D'Aniello,D'Aniello,daniel-daniello,daniel-daniello,-33.82,75.0,private equity,Finance & Investments,M,United States,1639104902515,VA,Virginia,4755.795,660.0,660.0,//specials-images.forbesimg.com/imageserve/57e17dbc31358e16c589bf64/416x416.jpg?background=000000&cropX1=176&cropX2=736&cropY1=0&cropY2=561,717.0,712.0,2900.0,,,,
1441,Andre Esteves,Esteves,andre-esteves,andre-esteves,18.174,53.0,banking,Finance & Investments,M,Brazil,1639104902515,,,5246.243,581.0,581.0,//specials-images.forbesimg.com/imageserve/5c6cc7434bbe6f3a74231dba/416x416.jpg?background=000000&cropX1=238&cropX2=3600&cropY1=0&cropY2=3360,718.0,712.0,2900.0,,,,
1442,John Gandel,Gandel,john-gandel,john-gandel,-7.426,87.0,shopping malls,Real Estate,M,Australia,1639104902515,,,3537.693,938.0,938.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,719.0,712.0,2900.0,,,,
1443,Michael Hintze,Hintze,michael-hintze,michael-hintze,0.0,68.0,investment,Finance & Investments,M,Australia,1639104902515,,,2271.4,1473.0,1473.0,//specials-images.forbesimg.com/imageserve/5e74005510380d0006bda9d2/416x416.jpg?background=000000&cropX1=159&cropX2=1306&cropY1=105&cropY2=1253,720.0,712.0,2900.0,"Founder, CQS LLP",False,,
1444,Steven Klinsky,Klinsky,steven-klinsky,no-pic,-0.435,65.0,investments,Finance & Investments,M,United States,1639104902515,NY,New York,3418.929,969.0,969.0,//specials-images.forbesimg.com/imageserve/5e14f0cc5c7273000781cfd6/416x416.jpg?background=000000&cropX1=1103&cropX2=3772&cropY1=0&cropY2=2668,721.0,712.0,2900.0,,,,
1445,Kwon Hyuk-bin,Kwon,kwon-hyuk-bin,kwon-hyuk-bin,2.976,47.0,online games,Technology,M,South Korea,1639104902515,,,9162.661,270.0,270.0,https://specials-images.forbesimg.com/imageserve/60b11d466e6a8a5ae8e1625a/416x416.jpg?background=000000&cropX1=58&cropX2=799&cropY1=99&cropY2=840,722.0,712.0,2900.0,Smilegate Holdings,False,,
1446,Hans Langer,Langer,hans-langer,no-pic,0.0,69.0,3D printing,Manufacturing,M,Germany,1639104902515,,,2381.573,1413.0,1413.0,//specials-images.forbesimg.com/imageserve/5e7b97cbd8e1ae0007b779e7/416x416.jpg?background=000000&cropX1=472&cropX2=3490&cropY1=489&cropY2=3506,723.0,712.0,2900.0,,,,
1447,Rudolf Maag,Maag,rudolf-maag,no-pic,5.092,75.0,medical devices,Healthcare,M,Switzerland,1639104902515,,,7087.435,402.0,402.0,,724.0,712.0,2900.0,,,,
1448,Masahiro Noda,Noda,masahiro-noda,masahiro-noda,7.748,83.0,software,Technology,M,Japan,1639104902515,,,4271.65,745.0,745.0,//specials-images.forbesimg.com/imageserve/5e76e18b10380d0006fbb8d3/416x416.jpg?background=000000&cropX1=206&cropX2=797&cropY1=58&cropY2=648,725.0,712.0,2900.0,,,,
1449,Denis O'Brien,O'Brien,denis-obrien,denis-obrien,0.01,63.0,telecom,Telecom,M,Ireland,1639104902515,,,4345.109,730.0,730.0,//specials-images.forbesimg.com/imageserve/5e76c70fc7b02d000666d2ae/416x416.jpg?background=000000&cropX1=220&cropX2=1482&cropY1=50&cropY2=1311,726.0,712.0,2900.0,,,,
1450,Dan Olsson,Olsson,dan-olsson,dan-olsson,0.0,74.0,diversified,Diversified,M,Sweden,1639104902515,,,3018.786,1087.0,1087.0,//specials-images.forbesimg.com/imageserve/5e77c453c7b02d000666dd7e/416x416.jpg?background=000000&cropX1=18&cropX2=1836&cropY1=188&cropY2=2007,727.0,712.0,2900.0,,,,
1451,Pankaj Patel,Patel,pankaj-patel,pankaj-patel,4.88,68.0,pharmaceuticals,Healthcare,M,India,1639104902515,,,5068.031,599.0,599.0,//specials-images.forbesimg.com/imageserve/59cc2248a7ea434a34f46dd8/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=185&cropY2=1386,728.0,712.0,2900.0,,,,
1452,Abdulsamad Rabiu,Rabiu,abdulsamad-rabiu,abdulsamad-rabiu,0.0,61.0,"cement, sugar",Diversified,M,Nigeria,1639104902515,,,4874.349,637.0,637.0,https://specials-images.forbesimg.com/imageserve/5ffe1cf7e7d384abb660e55e/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,729.0,712.0,2900.0,,,,
1453,Michael Rubin,Rubin,michael-rubin,michael-rubin,0.0,49.0,online retail,Fashion & Retail,M,United States,1639104902515,PA,Pennsylvania,7985.7,333.0,333.0,//specials-images.forbesimg.com/imageserve/5d8b00a16de3150009a508b0/416x416.jpg?background=000000&cropX1=445&cropX2=3494&cropY1=257&cropY2=3308,730.0,712.0,2900.0,"CEO, Kynetic",False,,
1454,Patrick Ryan,Ryan,patrick-ryan,patrick-ryan,-201.123,84.0,insurance,Finance & Investments,M,United States,1639104902515,IL,Illinois,7842.809,350.0,350.0,//specials-images.forbesimg.com/imageserve/5f0cbe3a6e9cb50006ecd208/416x416.jpg?background=000000&cropX1=249&cropX2=1955&cropY1=26&cropY2=1730,731.0,712.0,2900.0,"Chairman and CEO, Ryan Specialty Group",False,,
1455,"Bernard Saul, II.",Saul,bernard-saul-ii,bernard-saul-ii,-6.201,89.0,"banking, real estate",Finance & Investments,M,United States,1639104902515,MD,Maryland,3923.394,820.0,820.0,//specials-images.forbesimg.com/imageserve/e2b0e387987c0fa0aef2253b5912e328/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=34&cropY2=772,732.0,712.0,2900.0,"Chairman and CEO, Saul Centers Inc.",False,,
1456,Mark Shoen,Shoen,mark-shoen,no-pic,-8.391,71.0,U-Haul,Automotive,M,United States,1639104902515,AZ,Arizona,5285.509,574.0,574.0,,733.0,712.0,2900.0,,,,
1457,Su Hua,Su,su-hua,no-pic,223.655,39.0,video streaming,Media & Entertainment,M,China,1639104902515,,,5454.702,553.0,553.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,734.0,712.0,2900.0,,,,
1458,Glen Taylor,Taylor,glen-taylor,glen-taylor,0.0,80.0,printing,Service,M,United States,1639104902515,MN,Minnesota,2673.599,1269.0,1269.0,https://specials-images.forbesimg.com/imageserve/5f49684341df0ebeb958e438/416x416.jpg?background=000000&cropX1=622&cropX2=3019&cropY1=0&cropY2=2396,735.0,712.0,2900.0,,,,
1459,Wang Zhendong,Wang,wang-zhendong,no-pic,197.761,45.0,education,Service,M,China,1639104902515,,,1532.175,2031.0,2031.0,,736.0,712.0,2900.0,,,,
1460,Hans Peter Wild,Wild,hans-peter-wild,hans-peter-wild,0.0,80.0,flavorings,Food & Beverage,M,Switzerland,1639104902515,,,3140.534,1056.0,1056.0,//specials-images.forbesimg.com/imageserve/5e77cf7ed8e1ae0007b7365e/416x416.jpg?background=000000&cropX1=1552&cropX2=3419&cropY1=63&cropY2=1929,737.0,712.0,2900.0,,,,
1461,Wong Luen Hei,Wong,wong-luen-hei,wong-luen-hei,272.498,59.0,building materials,Manufacturing,M,China,1639104902515,,,4190.859,758.0,758.0,//specials-images.forbesimg.com/imageserve/561fbe7de4b0ffa7afe5e598/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749,738.0,712.0,2900.0,,,,
1462,Xue Xiangdong,Xue,xue-xiangdong,xue-xiangdong,-11.027,62.0,software,Technology,M,China,1639104902515,,,1907.708,1693.0,1693.0,//specials-images.forbesimg.com/imageserve/5a7d1709a7ea431690130e31/416x416.jpg?background=000000&cropX1=645&cropX2=2738&cropY1=475&cropY2=2570,739.0,712.0,2900.0,,,,
1463,Takao Yasuda,Yasuda,takao-yasuda,takao-yasuda,-74.839,72.0,retail,Fashion & Retail,M,Japan,1639104902515,,,2710.706,1236.0,1236.0,//specials-images.forbesimg.com/imageserve/17575027bdc253768c3f5179976023df/416x416.jpg?background=000000&cropX1=93&cropX2=716&cropY1=13&cropY2=637,740.0,712.0,2900.0,,,,
1464,Zheng Shuliang,Zheng,zheng-shuliang,no-pic-female,44.916,75.0,aluminum products,Metals & Mining,F,China,1639104902515,,,7700.283,357.0,357.0,,741.0,712.0,2900.0,,,,
1465,Zhou Jianping,Zhou,zhou-jianping,zhou-jianping,16.739,61.0,fashion retail,Fashion & Retail,M,China,1639104902515,,,3085.515,1073.0,1073.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,742.0,712.0,2900.0,,,,
1466,Pierre Bellon,Bellon,pierre-bellon,pierre-bellon,-25.69,91.0,food services,Service,M,France,1639104902515,,,4188.324,759.0,759.0,//specials-images.forbesimg.com/imageserve/58a1c18ba7ea431f32196354/416x416.jpg?background=000000&cropX1=3&cropX2=718&cropY1=129&cropY2=844,743.0,743.0,2800.0,,,,
1467,Juergen Blickle,Blickle,juergen-blickle,juergen-blickle,0.0,74.0,auto parts,Manufacturing,M,Germany,1639104902515,,,4860.722,641.0,641.0,//specials-images.forbesimg.com/imageserve/98c126cea0829deac65b48b44ed0e22e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=55&cropY2=796,744.0,743.0,2800.0,,,,
1468,Jay Chaudhry,Chaudhry,jay-chaudhry,no-pic,-494.961,62.0,security software,Technology,M,United States,1639104902515,CA,California,17200.383,115.0,115.0,//specials-images.forbesimg.com/imageserve/5d8ae32622254b0008e1654d/416x416.jpg?background=000000&cropX1=411&cropX2=2457&cropY1=549&cropY2=2596,745.0,743.0,2800.0,,,,
1469,Otto Happel,Happel,otto-happel,otto-happel,0.0,73.0,engineering,Construction & Engineering,M,Germany,1639104902515,,,3086.242,1072.0,1072.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,746.0,743.0,2800.0,,,,
1470,James Jannard,Jannard,james-jannard,james-jannard,0.0,72.0,sunglasses,Fashion & Retail,M,United States,1639104902515,WA,Washington,2817.024,1174.0,1174.0,//specials-images.forbesimg.com/imageserve/31538b6d5294610d0ab110c04daf09a2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765,747.0,743.0,2800.0,,,,
1471,Kim Beom-su,Kim,kim-beom-su,kim-beom-su,0.0,55.0,online services,Technology,M,South Korea,1639104902515,,,11276.884,200.0,200.0,https://specials-images.forbesimg.com/imageserve/60b118d16fe6a0bfa17167c8/416x416.jpg?background=000000&cropX1=384&cropX2=2566&cropY1=172&cropY2=2352,748.0,743.0,2800.0,"Chairman, Kakao",False,,
1472,Timur Kulibaev,Kulibaev,timur-kulibaev,timur-kulibaev,-0.207,55.0,banking,Finance & Investments,M,Kazakhstan,1639104902515,,,3154.927,1049.0,1050.0,//specials-images.forbesimg.com/imageserve/5e76e9cfd8e1ae0007b72786/416x416.jpg?background=000000&cropX1=847&cropX2=3159&cropY1=15&cropY2=2325,749.0,743.0,2800.0,,,,
1473,Dinara Kulibaeva,Kulibaeva,dinara-kulibaeva,dinara-kulibaeva,-0.207,54.0,banking,Finance & Investments,F,Kazakhstan,1639104902515,,,3154.927,1049.0,1049.0,//specials-images.forbesimg.com/imageserve/5c70ebb4a7ea4310004340a7/416x416.jpg?background=000000&cropX1=189&cropX2=605&cropY1=0&cropY2=417,750.0,743.0,2800.0,,,,
1474,Richard LeFrak,LeFrak,richard-lefrak,richard-lefrak,-0.108,76.0,real estate,Real Estate,M,United States,1639104902515,NY,New York,3995.423,805.0,805.0,//specials-images.forbesimg.com/imageserve/5d8acec222254b0008e16454/416x416.jpg?background=000000&cropX1=15&cropX2=643&cropY1=36&cropY2=664,751.0,743.0,2800.0,,,,
1475,Daniel Loeb,Loeb,daniel-loeb,daniel-loeb,0.668,59.0,hedge funds,Finance & Investments,M,United States,1639104902515,NY,New York,3988.073,809.0,809.0,//specials-images.forbesimg.com/imageserve/5d8b04349a9bdd00080fb12d/416x416.jpg?background=000000&cropX1=206&cropX2=2416&cropY1=39&cropY2=2250,752.0,743.0,2800.0,"Founder, Third Point",False,,
1476,"Stephen Mandel, Jr.",Mandel,stephen-mandel-jr,no-pic,0.0,65.0,hedge funds,Finance & Investments,M,United States,1639104902515,CT,Connecticut,3898.0,827.0,827.0,,753.0,743.0,2800.0,"Founder, Lone Pine Capital",False,,
1477,Joe Mansueto,Mansueto,joe-mansueto,joe-mansueto,-110.525,65.0,investment research,Finance & Investments,M,United States,1639104902515,IL,Illinois,6684.627,429.0,429.0,//specials-images.forbesimg.com/imageserve/5d8adbfe6de3150009a506b3/416x416.jpg?background=000000&cropX1=268&cropX2=548&cropY1=4&cropY2=284,754.0,743.0,2800.0,"Chairman and CEO, Morningstar Inc.",False,,
1478,Philip Niarchos,Niarchos,philip-niarchos,philip-niarchos,0.0,67.0,art collection,Diversified,M,Greece,1639104902515,,,2800.0,1189.0,1189.0,//specials-images.forbesimg.com/imageserve/5c7041514bbe6f79679f066d/416x416.jpg?background=000000&cropX1=431&cropX2=1334&cropY1=22&cropY2=925,755.0,743.0,2800.0,,,,
1479,Maja Oeri,Oeri,maja-oeri,maja-oeri,1.754,66.0,Pharmaceuticals,Healthcare,F,Switzerland,1639104902515,,,4055.566,789.0,789.0,//specials-images.forbesimg.com/imageserve/5a81283c31358e4955ad313b/416x416.jpg?background=000000&cropX1=3&cropX2=1194&cropY1=63&cropY2=1255,756.0,743.0,2800.0,,,,
1480,Or Wai Sheun,Or,or-wai-sheun,or-wai-sheun,-4.264,70.0,real estate,Real Estate,M,Hong Kong,1639104902515,,,3133.41,1062.0,1062.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,757.0,743.0,2800.0,,,,
1481,Clive Palmer,Palmer,clive-palmer,clive-palmer,0.0,67.0,mining,Metals & Mining,M,Australia,1639104902515,,,3748.724,865.0,865.0,//specials-images.forbesimg.com/imageserve/5e73f42607adf00006db9b3f/416x416.jpg?background=000000&cropX1=450&cropX2=1577&cropY1=28&cropY2=1156,758.0,743.0,2800.0,,,,
1482,Qiu Guanghe,Qiu,qiu-guanghe,qiu-guanghe,112.45,70.0,fashion retail,Fashion & Retail,M,China,1639104902515,,,3664.95,898.0,898.0,https://specials-images.forbesimg.com/imageserve/5809442131358e238315e7b8/416x416.jpg?background=000000&cropX1=360&cropX2=1683&cropY1=908&cropY2=2232,759.0,743.0,2800.0,,,,
1483,Arkady Rotenberg,Rotenberg,arkady-rotenberg,arkady-rotenberg,3.066,69.0,"construction, pipes, banking",Construction & Engineering,M,Russia,1639104902515,,,2847.197,1157.0,1157.0,//specials-images.forbesimg.com/imageserve/5e77790ed8e1ae0007b72cd3/416x416.jpg?background=000000&cropX1=282&cropX2=3019&cropY1=0&cropY2=2738,760.0,743.0,2800.0,,,,
1484,David Rubenstein,Rubenstein,david-rubenstein,david-rubenstein,-28.31,72.0,private equity,Finance & Investments,M,United States,1639104902515,MD,Maryland,4431.393,717.0,717.0,//specials-images.forbesimg.com/imageserve/5ba570caa7ea434e4c6965d9/416x416.jpg?background=000000&cropX1=1171&cropX2=2600&cropY1=166&cropY2=1594,761.0,743.0,2800.0,"Co-Chief Executive Officer and Co-founder, Carlyle Group",False,,
1485,Su Suyu,Su,su-suyu,no-pic-female,2.352,73.0,"utilities, real estate",Real Estate,F,China,1639104902515,,,2184.538,1535.0,1535.0,,762.0,743.0,2800.0,,,,
1486,Zhang Tao,Zhang,zhang-tao,no-pic,125.186,49.0,e-commerce,Fashion & Retail,M,China,1639104902515,,,9153.326,271.0,271.0,https://specials-images.forbesimg.com/imageserve/6182c0c094a2505ca4b82194/416x416.jpg?background=000000&cropX1=255&cropX2=2025&cropY1=0&cropY2=1768,763.0,743.0,2800.0,,,,
1487,Anthony Bamford,Bamford,anthony-bamford,anthony-bamford,0.0,76.0,construction equipment,Construction & Engineering,M,United Kingdom,1639104902515,,,7221.947,386.0,386.0,//specials-images.forbesimg.com/imageserve/5e77eb8e10380d0006fbc8c3/416x416.jpg?background=000000&cropX1=18&cropX2=210&cropY1=5&cropY2=197,764.0,764.0,2700.0,,,,
1488,Bernard Broermann,Broermann,bernard-broermann,bernard-broermann,0.0,78.0,hospitals,Healthcare,M,Germany,1639104902515,,,4237.035,752.0,752.0,//specials-images.forbesimg.com/imageserve/5c6ff1b14bbe6f79679ef782/416x416.jpg?background=000000&cropX1=854&cropX2=4527&cropY1=24&cropY2=3694,765.0,764.0,2700.0,,,,
1489,Alejandro Bulgheroni,Bulgheroni,alejandro-bulgheroni,no-pic,0.0,77.0,oil & gas,Energy,M,Argentina,1639104902515,,,3149.259,1052.0,1052.0,//specials-images.forbesimg.com/imageserve/5e73d0b107adf00006db9510/416x416.jpg?background=000000&cropX1=834&cropX2=3000&cropY1=177&cropY2=2344,766.0,764.0,2700.0,,,,
1490,"Austen Cargill, II.",Cargill,austen-cargill-ii,no-pic,0.0,70.0,Cargill,Food & Beverage,M,United States,1639104902515,MT,Montana,4622.367,681.0,681.0,,767.0,764.0,2700.0,,,,
1491,"James Cargill, II.",Cargill,james-cargill-ii,no-pic,0.0,72.0,Cargill,Food & Beverage,M,United States,1639104902515,WI,Wisconsin,4622.367,681.0,682.0,,768.0,764.0,2700.0,,,,
1492,Vanich Chaiyawan,Chaiyawan,vanich-chaiyawan,vanich-chaiyawan,-2.881,89.0,"insurance, beverages",Finance & Investments,M,Thailand,1639104902515,,,2160.897,1551.0,1551.0,//specials-images.forbesimg.com/imageserve/5cd1aa980a0ec40007b48637/416x416.jpg?background=000000&cropX1=3&cropX2=314&cropY1=5&cropY2=316,769.0,764.0,2700.0,,,,
1493,"William Conway, Jr.",Conway,william-conway-jr,william-conway-jr,-26.22,72.0,private equity,Finance & Investments,M,United States,1639104902515,VA,Virginia,4171.815,764.0,764.0,//specials-images.forbesimg.com/imageserve/5a8deac231358e4955adfe42/416x416.jpg?background=000000&cropX1=771&cropX2=3434&cropY1=6&cropY2=2667,770.0,764.0,2700.0,"Co-Chief Executive Officer and Co-founder, Carlyle Group",False,,
1494,Ralph Dommermuth,Dommermuth,ralph-dommermuth,ralph-dommermuth,0.93,58.0,internet service provider,Technology,M,Germany,1639104902515,,,3794.096,849.0,849.0,//specials-images.forbesimg.com/imageserve/5e76345bd8e1ae0007b71c96/416x416.jpg?background=000000&cropX1=312&cropX2=3417&cropY1=20&cropY2=3127,771.0,764.0,2700.0,,,,
1495,Feng Hailiang,Feng,feng-hailiang,feng-hailiang,-33.89,61.0,"copper, education",Metals & Mining,M,China,1639104902515,,,3363.781,984.0,984.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,772.0,764.0,2700.0,,,,
1496,Jimmy Haslam,Haslam,jimmy-haslam,jimmy-haslam,0.0,67.0,"gas stations, retail",Fashion & Retail,M,United States,1639104902515,TN,Tennessee,3701.733,883.0,883.0,https://specials-images.forbesimg.com/imageserve/5f49268c96e697d1cc58e43a/416x416.jpg?background=000000&cropX1=165&cropX2=2860&cropY1=5&cropY2=2700,773.0,764.0,2700.0,"CEO, Pilot Flying J",False,,
1497,Georg Haub,Haub,georg-haub,no-pic,0.0,59.0,retail,Fashion & Retail,M,Germany,1639104902515,,,2565.265,1319.0,1319.0,//specials-images.forbesimg.com/imageserve/5c7031744bbe6f79679f0201/416x416.jpg?background=000000&cropX1=6&cropX2=1048&cropY1=10&cropY2=1051,774.0,764.0,2700.0,,,,
1498,Zarakh Iliev,Iliev,zarakh-iliev,zarakh-iliev,0.0,55.0,real estate,Real Estate,M,Russia,1639104902515,,,4607.262,689.0,690.0,//specials-images.forbesimg.com/imageserve/da062126c7f684fe3c4cac435fbe622f/416x416.jpg?background=000000&cropX1=84&cropX2=741&cropY1=11&cropY2=668,775.0,764.0,2700.0,,,,
1499,Jason Jiang,Jiang,jason-jiang,jason-jiang,479.897,48.0,advertising,Media & Entertainment,M,China,1639104902515,,,4959.138,621.0,621.0,//specials-images.forbesimg.com/imageserve/5e7546f92a573300068feaf6/416x416.jpg?background=000000&cropX1=1128&cropX2=2758&cropY1=55&cropY2=1684,776.0,764.0,2700.0,,,,
1500,Ke Zunhong,Ke,ke-zunhong,no-pic,50.509,67.0,pharmaceuticals,Healthcare,M,China,1639104902515,,,1691.421,1876.0,1876.0,https://specials-images.forbesimg.com/imageserve/603e8f5d4a2df75cef4fb25a/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,777.0,764.0,2700.0,,,,
